PickupSector,DisposalSite, Distance (km)
PMR-101,Riverside (VMA),9.305529
PMR-101,Saint-Pierre (LAC),14.399298
PMR-101,Sauvé (AHU),7.73243
PMR-101,Verdun (VER),13.42159
PMR-101,46 ieme (LAC),16.216269
PMR-101,Angrignon (LAS),17.074873
PMR-101,Armand-Chaput (RDP),20.743043
PMR-101,Autoroute 13 (PRF),17.091371
PMR-101,Château Pierrefonds (PRF),30.039205
PMR-101,Lafarge (sud) (MHM),13.073986
PMR-101,Langelier (SLE),11.6851
PMR-101,Newman (S-O),16.306507
PMR-101,Ray-Lawson (ANJ),13.673858
PMR-101,Sartelon (SLA),13.616544
PMR-101,Thimens (SLA),14.22378
PMR-102,St-Michel - Charland (VSP),10.873496
PMR-102,St-Michel - Robert (VSP),9.425842
PMR-102,St-Michel-17ième(Sous-Sol),10.005275
PMR-102,Butler (S-O),7.003567
PMR-102,De la Salle (MHM),8.33855
PMR-102,Fullum (VMA),5.307495
PMR-102,Iberville (PMR),5.541002
PMR-102,Jules-Poitras 1 (AHU),12.172069
PMR-102,Jules-Poitras 2 (SLA),9.143759
PMR-102,Lausanne (MTN),12.468395
PMR-102,Millen (AHU),9.406933
PMR-102,Riverside (VMA),4.611977
PMR-102,Saint-Pierre (LAC),9.095994
PMR-102,Sauvé (AHU),8.408567
PMR-102,Verdun (VER),8.728036
PMR-102,46 ieme (LAC),19.532119
PMR-102,Angrignon (LAS),11.771568
PMR-102,Armand-Chaput (RDP),26.489549
PMR-102,Autoroute 13 (PRF),15.777522
PMR-102,Château Pierrefonds (PRF),29.283254
PMR-102,Lafarge (sud) (MHM),14.715201
PMR-102,Langelier (SLE),14.501585
PMR-102,Newman (S-O),11.003203
PMR-102,Ray-Lawson (ANJ),19.420365
PMR-102,Sartelon (SLA),13.915433
PMR-102,Thimens (SLA),13.467827
PMR-203,St-Michel - Charland (VSP),8.362942
PMR-203,St-Michel - Robert (VSP),6.858445
PMR-203,St-Michel-17ième(Sous-Sol),7.437878
PMR-203,Butler (S-O),11.095954
PMR-203,De la Salle (MHM),7.917043
PMR-203,Fullum (VMA),4.885988
PMR-203,Iberville (PMR),3.916592
PMR-203,Jules-Poitras 1 (AHU),12.514158
PMR-203,Jules-Poitras 2 (SLA),9.485849
PMR-203,Lausanne (MTN),9.841861
PMR-203,Millen (AHU),8.093192
PMR-203,Riverside (VMA),8.422921
PMR-203,Saint-Pierre (LAC),13.516688
PMR-203,Sauvé (AHU),8.373408
PMR-203,Verdun (VER),12.53898
PMR-203,46 ieme (LAC),23.952814
PMR-203,Angrignon (LAS),16.192265
PMR-203,Armand-Chaput (RDP),20.992131
PMR-203,Autoroute 13 (PRF),17.73235
PMR-203,Château Pierrefonds (PRF),30.680186
PMR-203,Lafarge (sud) (MHM),12.520007
PMR-203,Langelier (SLE),11.934188
PMR-203,Newman (S-O),15.423898
PMR-203,Ray-Lawson (ANJ),13.922948
PMR-203,Sartelon (SLA),14.257522
PMR-203,Thimens (SLA),14.86476
PMR-204,St-Michel - Charland (VSP),7.751304
PMR-204,St-Michel - Robert (VSP),6.303649
PMR-204,St-Michel-17ième(Sous-Sol),6.883083
PMR-204,Butler (S-O),9.973635
PMR-204,De la Salle (MHM),4.90234
PMR-204,Fullum (VMA),3.376344
PMR-204,Iberville (PMR),1.342138
PMR-204,Jules-Poitras 1 (AHU),14.951879
PMR-204,Jules-Poitras 2 (SLA),12.162878
PMR-204,Lausanne (MTN),9.2281
PMR-204,Millen (AHU),9.057735
PMR-204,Riverside (VMA),7.300603
PMR-204,Saint-Pierre (LAC),12.39437
PMR-204,Sauvé (AHU),10.331586
PMR-204,Verdun (VER),11.416662
PMR-204,46 ieme (LAC),22.830496
PMR-204,Angrignon (LAS),15.069943
PMR-204,Armand-Chaput (RDP),20.437334
PMR-204,Autoroute 13 (PRF),27.539191
PMR-204,Château Pierrefonds (PRF),38.065258
PMR-204,Lafarge (sud) (MHM),10.516337
PMR-204,Langelier (SLE),11.379393
PMR-204,Newman (S-O),14.30158
PMR-204,Ray-Lawson (ANJ),13.368151
PMR-204,Sartelon (SLA),16.934553
PMR-204,Thimens (SLA),17.173041
PRF-304B,St-Michel - Charland (VSP),30.65318
PRF-304B,St-Michel - Robert (VSP),29.889791
PRF-304B,St-Michel-17ième(Sous-Sol),29.784957
PRF-304B,Butler (S-O),28.484773
PRF-304B,De la Salle (MHM),35.844508
PRF-304B,Fullum (VMA),32.813453
PRF-304B,Iberville (PMR),34.596383
PRF-304B,Jules-Poitras 1 (AHU),19.000465
PRF-304B,Jules-Poitras 2 (SLA),25.224443
PRF-304B,Lausanne (MTN),39.897051
PRF-304B,Millen (AHU),27.627021
PRF-304B,Riverside (VMA),30.980648
PRF-304B,Saint-Pierre (LAC),25.227375
PRF-304B,Sauvé (AHU),21.539986
PRF-304B,Verdun (VER),28.748227
PRF-304B,46 ieme (LAC),16.246044
PRF-304B,Angrignon (LAS),24.003496
PRF-304B,Armand-Chaput (RDP),43.329609
PRF-304B,Autoroute 13 (PRF),16.165756
PRF-304B,Château Pierrefonds (PRF),2.687201
PRF-304B,Lafarge (sud) (MHM),38.64116
PRF-304B,Langelier (SLE),34.271668
PRF-304B,Newman (S-O),25.511961
PRF-304B,Ray-Lawson (ANJ),36.26043
PRF-304B,Sartelon (SLA),14.543803
PRF-304B,Thimens (SLA),15.968505
PRF-304C,St-Michel - Charland (VSP),30.605533
PRF-304C,St-Michel - Robert (VSP),29.842145
PRF-304C,St-Michel-17ième(Sous-Sol),29.737312
PRF-304C,Butler (S-O),29.336953
PRF-304C,De la Salle (MHM),36.696691
PRF-304C,Fullum (VMA),33.665633
PRF-304C,Iberville (PMR),35.448559
PRF-304C,Jules-Poitras 1 (AHU),18.952818
PRF-304C,Jules-Poitras 2 (SLA),25.176797
PRF-304C,Lausanne (MTN),33.557652
PRF-304C,Millen (AHU),27.579377
PRF-304C,Riverside (VMA),31.832828
PRF-304C,Saint-Pierre (LAC),26.079553
PRF-304C,Sauvé (AHU),21.492338
PRF-304C,Verdun (VER),29.600406
PRF-304C,46 ieme (LAC),17.098225
PRF-304C,Angrignon (LAS),24.855676
PRF-304C,Armand-Chaput (RDP),43.281965
PRF-304C,Autoroute 13 (PRF),9.924922
PRF-304C,Château Pierrefonds (PRF),5.10849
PRF-304C,Lafarge (sud) (MHM),38.593508
PRF-304C,Langelier (SLE),34.224023
PRF-304C,Newman (S-O),26.364137
PRF-304C,Ray-Lawson (ANJ),36.212781
PRF-304C,Sartelon (SLA),14.496154
PRF-304C,Thimens (SLA),15.920859
PRF-304D,St-Michel - Charland (VSP),32.65258
PRF-304D,St-Michel - Robert (VSP),27.888256
PRF-304D,St-Michel-17ième(Sous-Sol),27.783422
PRF-304D,Butler (S-O),27.074629
PRF-304D,De la Salle (MHM),36.64982
PRF-304D,Fullum (VMA),33.618766
PRF-304D,Iberville (PMR),35.401691
PRF-304D,Jules-Poitras 1 (AHU),16.988965
PRF-304D,Jules-Poitras 2 (SLA),23.222906
PRF-304D,Lausanne (MTN),31.404896
PRF-304D,Millen (AHU),31.169074
PRF-304D,Riverside (VMA),31.785959
PRF-304D,Saint-Pierre (LAC),26.032684
PRF-304D,Sauvé (AHU),19.528482
PRF-304D,Verdun (VER),27.338084
PRF-304D,46 ieme (LAC),16.254633
PRF-304D,Angrignon (LAS),24.808807
PRF-304D,Armand-Chaput (RDP),41.328074
PRF-304D,Autoroute 13 (PRF),7.772164
PRF-304D,Château Pierrefonds (PRF),8.864709
PRF-304D,Lafarge (sud) (MHM),36.639621
PRF-304D,Langelier (SLE),39.318066
PRF-304D,Newman (S-O),26.317271
PRF-304D,Ray-Lawson (ANJ),39.902379
PRF-304D,Sartelon (SLA),11.143572
PRF-304D,Thimens (SLA),13.966969
PRF-304E,St-Michel - Charland (VSP),30.687674
PRF-304E,St-Michel - Robert (VSP),26.0736
PRF-304E,St-Michel-17ième(Sous-Sol),25.968764
PRF-304E,Butler (S-O),26.165139
PRF-304E,De la Salle (MHM),33.524875
PRF-304E,Fullum (VMA),30.493822
PRF-304E,Iberville (PMR),32.276744
PRF-304E,Jules-Poitras 1 (AHU),13.635329
PRF-304E,Jules-Poitras 2 (SLA),14.432885
PRF-304E,Lausanne (MTN),29.439988
PRF-304E,Millen (AHU),29.204168
PRF-304E,Riverside (VMA),28.661012
PRF-304E,Saint-Pierre (LAC),22.90774
PRF-304E,Sauvé (AHU),16.174849
PRF-304E,Verdun (VER),26.428592
PRF-304E,46 ieme (LAC),14.955676
PRF-304E,Angrignon (LAS),21.683863
PRF-304E,Armand-Chaput (RDP),44.074629
PRF-304E,Autoroute 13 (PRF),5.807258
PRF-304E,Château Pierrefonds (PRF),10.995048
PRF-304E,Lafarge (sud) (MHM),43.974598
PRF-304E,Langelier (SLE),37.353156
PRF-304E,Newman (S-O),23.192326
PRF-304E,Ray-Lawson (ANJ),37.937469
PRF-304E,Sartelon (SLA),9.178666
PRF-304E,Thimens (SLA),12.152312
PRF-304F,St-Michel - Charland (VSP),15.092181
PRF-304F,St-Michel - Robert (VSP),17.495004
PRF-304F,St-Michel-17ième(Sous-Sol),15.938448
PRF-304F,Butler (S-O),22.903654
PRF-304F,De la Salle (MHM),30.263391
PRF-304F,Fullum (VMA),27.232338
PRF-304F,Iberville (PMR),29.015264
PRF-304F,Jules-Poitras 1 (AHU),6.763723
PRF-304F,Jules-Poitras 2 (SLA),7.561278
PRF-304F,Lausanne (MTN),13.797628
PRF-304F,Millen (AHU),10.453837
PRF-304F,Riverside (VMA),25.399531
PRF-304F,Saint-Pierre (LAC),19.646258
PRF-304F,Sauvé (AHU),9.303242
PRF-304F,Verdun (VER),23.167109
PRF-304F,46 ieme (LAC),11.694193
PRF-304F,Angrignon (LAS),18.422381
PRF-304F,Armand-Chaput (RDP),30.934822
PRF-304F,Autoroute 13 (PRF),2.890795
PRF-304F,Château Pierrefonds (PRF),16.557639
PRF-304F,Lafarge (sud) (MHM),26.246371
PRF-304F,Langelier (SLE),21.876881
PRF-304F,Newman (S-O),19.930844
PRF-304F,Ray-Lawson (ANJ),35.117891
PRF-304F,Sartelon (SLA),2.307059
PRF-304F,Thimens (SLA),3.389702
RDP-101,St-Michel - Charland (VSP),9.823252
RDP-101,St-Michel - Robert (VSP),11.288104
RDP-101,St-Michel-17ième(Sous-Sol),11.57066
RDP-101,Butler (S-O),26.934514
RDP-101,De la Salle (MHM),17.247301
RDP-101,Fullum (VMA),20.337221
RDP-101,Iberville (PMR),17.505375
RDP-101,Jules-Poitras 1 (AHU),27.218066
RDP-101,Jules-Poitras 2 (SLA),24.554893
RDP-101,Lausanne (MTN),8.519463
RDP-101,Millen (AHU),21.03634
RDP-101,Riverside (VMA),24.261479
RDP-101,Saint-Pierre (LAC),29.355248
RDP-101,Sauvé (AHU),23.538867
RDP-101,Verdun (VER),28.377541
RDP-101,46 ieme (LAC),41.17402
RDP-101,Angrignon (LAS),47.902203
RDP-101,Armand-Chaput (RDP),8.5567
RDP-101,Autoroute 13 (PRF),32.031459
RDP-101,Château Pierrefonds (PRF),48.446492
RDP-101,Lafarge (sud) (MHM),10.681018
RDP-101,Langelier (SLE),6.760928
RDP-101,Newman (S-O),31.262457
RDP-101,Ray-Lawson (ANJ),3.734379
RDP-101,Sartelon (SLA),30.624596
RDP-101,Thimens (SLA),37.201082
RDP-102,St-Michel - Charland (VSP),8.563609
RDP-102,StRDP-102 to St-Michel - Robert (VSP): 9.390025 km,
RDP-102,St-Michel-17ième(Sous-Sol),10.311017
RDP-102,Butler (S-O),24.097508
RDP-102,De la Salle (MHM),14.410296
RDP-102,Fullum (VMA),17.500215
RDP-102,Iberville (PMR),14.668369
RDP-102,Jules-Poitras 1 (AHU),27.220496
RDP-102,Jules-Poitras 2 (SLA),24.557324
RDP-102,Lausanne (MTN),8.277024
RDP-102,Millen (AHU),21.038771
RDP-102,Riverside (VMA),21.424473
RDP-102,Saint-Pierre (LAC),26.51824
RDP-102,Sauvé (AHU),23.541299
RDP-102,Verdun (VER),25.540533
RDP-102,46 ieme (LAC),41.176445
RDP-102,Angrignon (LAS),29.193814
RDP-102,Armand-Chaput (RDP),7.294688
RDP-102,Autoroute 13 (PRF),32.033891
RDP-102,Château Pierrefonds (PRF),48.448922
RDP-102,Lafarge (sud) (MHM),9.419006
RDP-102,Langelier (SLE),4.805996
RDP-102,Newman (S-O),28.425451
RDP-102,Ray-Lawson (ANJ),1.77307
RDP-102,Sartelon (SLA),30.627023
RDP-102,Thimens (SLA),24.267744
RDP-103,St-Michel - Charland (VSP),9.823252
RDP-103,St-Michel - Robert (VSP),11.288104
RDP-103,St-Michel-17ième(Sous-Sol),11.57066
RDP-103,Butler (S-O),26.934514
RDP-103,De la Salle (MHM),17.247301
RDP-103,Fullum (VMA),20.337221
RDP-103,Iberville (PMR),17.505375
RDP-103,Jules-Poitras 1 (AHU),27.218066
RDP-103,Jules-Poitras 2 (SLA),24.554893
RDP-103,Lausanne (MTN),8.519463
RDP-103,Millen (AHU),21.03634
RDP-103,Riverside (VMA),24.261479
RDP-103,Saint-Pierre (LAC),29.355248
RDP-103,Sauvé (AHU),23.538867
RDP-103,Verdun (VER),28.377541
RDP-103,46 ieme (LAC),41.17402
RDP-103,Angrignon (LAS),47.902203
RDP-103,Armand-Chaput (RDP),8.5567
RDP-103,Autoroute 13 (PRF),32.031459
RDP-103,Château Pierrefonds (PRF),48.446492
RDP-103,Lafarge (sud) (MHM),10.681018
RDP-103,Langelier (SLE),6.760928
RDP-103,Newman (S-O),31.262457
RDP-103,Ray-Lawson (ANJ),3.734379
RDP-103,Sartelon (SLA),30.624596
RDP-103,Thimens (SLA),37.201082
RDP-105,St-Michel - Charland (VSP),20.402871
RDP-105,St-Michel - Robert (VSP),17.439289
RDP-105,St-Michel-17ième(Sous-Sol),19.534648
RDP-105,Butler (S-O),30.792738
RDP-105,De la Salle (MHM),21.105525
RDP-105,Fullum (VMA),24.195445
RDP-105,Iberville (PMR),21.3636
RDP-105,Jules-Poitras 1 (AHU),28.741811
RDP-105,Jules-Poitras 2 (SLA),25.952812
RDP-105,Lausanne (MTN),19.448539
RDP-105,Millen (AHU),34.045949
RDP-105,Riverside (VMA),28.119705
RDP-105,Saint-Pierre (LAC),33.213473
RDP-105,Sauvé (AHU),24.12152
RDP-105,Verdun (VER),32.235764
RDP-105,46 ieme (LAC),34.337453
RDP-105,Angrignon (LAS),35.889047
RDP-105,Armand-Chaput (RDP),6.263888
RDP-105,Autoroute 13 (PRF),45.04107
RDP-105,Château Pierrefonds (PRF),46.778402
RDP-105,Lafarge (sud) (MHM),10.393144
RDP-105,Langelier (SLE),15.517023
RDP-105,Newman (S-O),35.120684
RDP-105,Ray-Lawson (ANJ),12.147107
RDP-105,Sartelon (SLA),30.724486
RDP-105,Thimens (SLA),30.962975
RDP-106,St-Michel - Charland (VSP),20.116605
RDP-106,St-Michel - Robert (VSP),17.153023
RDP-106,St-Michel-17ième(Sous-Sol),19.248385
RDP-106,Butler (S-O),30.506471
RDP-106,De la Salle (MHM),20.81926
RDP-106,Fullum (VMA),23.90918
RDP-106,Iberville (PMR),21.077334
RDP-106,Jules-Poitras 1 (AHU),28.455545
RDP-106,Jules-Poitras 2 (SLA),25.666545
RDP-106,Lausanne (MTN),19.162273
RDP-106,Millen (AHU),33.759684
RDP-106,Riverside (VMA),27.833439
RDP-106,Saint-Pierre (LAC),32.927207
RDP-106,Sauvé (AHU),23.835252
RDP-106,Verdun (VER),31.949498
RDP-106,46 ieme (LAC),34.051188
RDP-106,Angrignon (LAS),35.602781
RDP-106,Armand-Chaput (RDP),5.977622
RDP-106,Autoroute 13 (PRF),44.754801
RDP-106,Château Pierrefonds (PRF),46.492133
RDP-106,Lafarge (sud) (MHM),10.106878
RDP-106,Langelier (SLE),15.230758
RDP-106,Newman (S-O),34.834414
RDP-106,Ray-Lawson (ANJ),11.860842
RDP-106,Sartelon (SLA),30.438221
RDP-106,Thimens (SLA),30.676709
RDP-107,St-Michel - Charland (VSP),17.342064
RDP-107,St-Michel - Robert (VSP),14.37848
RDP-107,St-Michel-17ième(Sous-Sol),16.473842
RDP-107,Butler (S-O),24.032834
RDP-107,De la Salle (MHM),14.345623
RDP-107,Fullum (VMA),17.435543
RDP-107,Iberville (PMR),14.829241
RDP-107,Jules-Poitras 1 (AHU),25.681006
RDP-107,Jules-Poitras 2 (SLA),22.892004
RDP-107,Lausanne (MTN),16.387734
RDP-107,Millen (AHU),30.985146
RDP-107,Riverside (VMA),21.359801
RDP-107,Saint-Pierre (LAC),26.453572
RDP-107,Sauvé (AHU),21.060713
RDP-107,Verdun (VER),25.475861
RDP-107,46 ieme (LAC),31.276648
RDP-107,Angrignon (LAS),29.129143
RDP-107,Armand-Chaput (RDP),4.554854
RDP-107,Autoroute 13 (PRF),41.980262
RDP-107,Château Pierrefonds (PRF),43.717594
RDP-107,Lafarge (sud) (MHM),4.648371
RDP-107,Langelier (SLE),12.456217
RDP-107,Newman (S-O),28.360777
RDP-107,Ray-Lawson (ANJ),8.420242
RDP-107,Sartelon (SLA),27.66368
RDP-107,Thimens (SLA),27.902166
RDP-201,St-Michel - Charland (VSP),9.617803
RDP-201,St-Michel - Robert (VSP),12.695513
RDP-201,St-Michel-17ième(Sous-Sol),11.365211
RDP-201,Butler (S-O),26.048959
RDP-201,De la Salle (MHM),16.36175
RDP-201,Fullum (VMA),19.45167
RDP-201,Iberville (PMR),16.619824
RDP-201,Jules-Poitras 1 (AHU),28.274691
RDP-201,Jules-Poitras 2 (SLA),25.611518
RDP-201,Lausanne (MTN),9.331218
RDP-201,Millen (AHU),22.092965
RDP-201,Riverside (VMA),23.37593
RDP-201,Saint-Pierre (LAC),28.469695
RDP-201,Sauvé (AHU),24.595492
RDP-201,Verdun (VER),27.491986
RDP-201,46 ieme (LAC),42.230641
RDP-201,Angrignon (LAS),31.14527
RDP-201,Armand-Chaput (RDP),6.221031
RDP-201,Autoroute 13 (PRF),33.088082
RDP-201,Château Pierrefonds (PRF),49.503117
RDP-201,Lafarge (sud) (MHM),8.345349
RDP-201,Langelier (SLE),5.860189
RDP-201,Newman (S-O),30.376906
RDP-201,Ray-Lawson (ANJ),2.827263
RDP-201,Sartelon (SLA),31.681219
RDP-201,Thimens (SLA),26.219197
RDP-202,St-Michel - Charland (VSP),12.648757
RDP-202,St-Michel - Robert (VSP),13.020321
RDP-202,St-Michel-17ième(Sous-Sol),15.115682
RDP-202,Butler (S-O),26.373771
RDP-202,De la Salle (MHM),16.686559
RDP-202,Fullum (VMA),19.77648
RDP-202,Iberville (PMR),16.944631
RDP-202,Jules-Poitras 1 (AHU),24.322844
RDP-202,Jules-Poitras 2 (SLA),21.533844
RDP-202,Lausanne (MTN),12.362173
RDP-202,Millen (AHU),16.19503
RDP-202,Riverside (VMA),23.700736
RDP-202,Saint-Pierre (LAC),28.794506
RDP-202,Sauvé (AHU),19.702551
RDP-202,Verdun (VER),27.816795
RDP-202,46 ieme (LAC),29.918486
RDP-202,Angrignon (LAS),31.470078
RDP-202,Armand-Chaput (RDP),2.646696
RDP-202,Autoroute 13 (PRF),40.622102
RDP-202,Château Pierrefonds (PRF),42.359434
RDP-202,Lafarge (sud) (MHM),5.895957
RDP-202,Langelier (SLE),8.891144
RDP-202,Newman (S-O),30.701713
RDP-202,Ray-Lawson (ANJ),5.858218
RDP-202,Sartelon (SLA),26.30552
RDP-202,Thimens (SLA),26.544006
RDP-203,St-Michel - Charland (VSP),17.342064
RDP-203,St-Michel - Robert (VSP),14.37848
RDP-203,St-Michel-17ième(Sous-Sol),16.473842
RDP-203,Butler (S-O),24.032834
RDP-203,De la Salle (MHM),14.345623
RDP-203,Fullum (VMA),17.435543
RDP-203,Iberville (PMR),14.829241
RDP-203,Jules-Poitras 1 (AHU),25.681006
RDP-203,Jules-Poitras 2 (SLA),22.892004
RDP-203,Lausanne (MTN),16.387734
RDP-203,Millen (AHU),30.985146
RDP-203,Riverside (VMA),21.359801
RDP-203,Saint-Pierre (LAC),26.453572
RDP-203,Sauvé (AHU),21.060713
RDP-203,Verdun (VER),25.475861
RDP-203,46 ieme (LAC),31.276648
RDP-203,Angrignon (LAS),29.129143
RDP-203,Armand-Chaput (RDP),4.554854
RDP-203,Autoroute 13 (PRF),41.980262
RDP-203,Château Pierrefonds (PRF),43.717594
RDP-203,Lafarge (sud) (MHM),4.648371
RDP-203,Langelier (SLE),12.456217
RDP-203,Newman (S-O),28.360777
RDP-203,Ray-Lawson (ANJ),8.420242
RDP-203,Sartelon (SLA),27.66368
RDP-203,Thimens (SLA),27.902166
RPP-101,St-Michel - Charland (VSP),7.863271
RPP-101,St-Michel - Robert (VSP),6.415616
RPP-101,St-Michel-17ième(Sous-Sol),6.995049
RPP-101,Butler (S-O),14.416498
RPP-101,De la Salle (MHM),10.173564
RPP-101,Fullum (VMA),8.040689
RPP-101,Iberville (PMR),7.133661
RPP-101,Jules-Poitras 1 (AHU),10.078813
RPP-101,Jules-Poitras 2 (SLA),7.050503
RPP-101,Lausanne (MTN),9.458167
RPP-101,Millen (AHU),6.692149
RPP-101,Riverside (VMA),8.051741
RPP-101,Saint-Pierre (LAC),12.264411
RPP-101,Sauvé (AHU),6.082386
RPP-101,Verdun (VER),14.679952
RPP-101,46 ieme (LAC),16.333845
RPP-101,Angrignon (LAS),15.095281
RPP-101,Armand-Chaput (RDP),20.549301
RPP-101,Autoroute 13 (PRF),15.826956
RPP-101,Château Pierrefonds (PRF),28.774789
RPP-101,Lafarge (sud) (MHM),15.860849
RPP-101,Langelier (SLE),11.491358
RPP-101,Newman (S-O),16.603746
RPP-101,Ray-Lawson (ANJ),13.48012
RPP-101,Sartelon (SLA),11.822178
RPP-101,Thimens (SLA),12.959365
RPP-102,St-Michel - Charland (VSP),5.58463
RPP-102,St-Michel - Robert (VSP),4.136976
RPP-102,St-Michel-17ième(Sous-Sol),4.716409
RPP-102,Butler (S-O),12.538026
RPP-102,De la Salle (MHM),4.801571
RPP-102,Fullum (VMA),5.940736
RPP-102,Iberville (PMR),3.90653
RPP-102,Jules-Poitras 1 (AHU),13.927623
RPP-102,Jules-Poitras 2 (SLA),11.138623
RPP-102,Lausanne (MTN),7.061427
RPP-102,Millen (AHU),8.435398
RPP-102,Riverside (VMA),9.864994
RPP-102,Saint-Pierre (LAC),14.958762
RPP-102,Sauvé (AHU),9.30733
RPP-102,Verdun (VER),13.981054
RPP-102,46 ieme (LAC),19.523264
RPP-102,Angrignon (LAS),17.634334
RPP-102,Armand-Chaput (RDP),18.270662
RPP-102,Autoroute 13 (PRF),19.016377
RPP-102,Château Pierrefonds (PRF),31.964213
RPP-102,Lafarge (sud) (MHM),10.300701
RPP-102,Langelier (SLE),9.212719
RPP-102,Newman (S-O),16.865973
RPP-102,Ray-Lawson (ANJ),11.201479
RPP-102,Sartelon (SLA),15.910297
RPP-102,Thimens (SLA),16.148786
RPP-103,St-Michel - Charland (VSP),5.896425
RPP-103,St-Michel - Robert (VSP),3.225617
RPP-103,St-Michel-17ième(Sous-Sol),5.320477
RPP-103,Butler (S-O),15.816614
RPP-103,De la Salle (MHM),6.138266
RPP-103,Fullum (VMA),9.219322
RPP-103,Iberville (PMR),6.212362
RPP-103,Jules-Poitras 1 (AHU),14.530269
RPP-103,Jules-Poitras 2 (SLA),11.741269
RPP-103,Lausanne (MTN),7.120132
RPP-103,Millen (AHU),9.038043
RPP-103,Riverside (VMA),13.143581
RPP-103,Saint-Pierre (LAC),18.23735
RPP-103,Sauvé (AHU),9.909976
RPP-103,Verdun (VER),17.259643
RPP-103,46 ieme (LAC),20.12591
RPP-103,Angrignon (LAS),20.912924
RPP-103,Armand-Chaput (RDP),15.195037
RPP-103,Autoroute 13 (PRF),19.619021
RPP-103,Château Pierrefonds (PRF),32.566855
RPP-103,Lafarge (sud) (MHM),10.506585
RPP-103,Langelier (SLE),5.711843
RPP-103,Newman (S-O),20.144559
RPP-103,Ray-Lawson (ANJ),8.125854
RPP-103,Sartelon (SLA),16.512943
RPP-103,Thimens (SLA),16.751432
RPP-104,St-Michel - Charland (VSP),7.289076
RPP-104,St-Michel - Robert (VSP),4.618268
RPP-104,St-Michel-17ième(Sous-Sol),6.512983
RPP-104,Butler (S-O),12.760236
RPP-104,De la Salle (MHM),3.081888
RPP-104,Fullum (VMA),6.162946
RPP-104,Iberville (PMR),3.708548
RPP-104,Jules-Poitras 1 (AHU),15.724197
RPP-104,Jules-Poitras 2 (SLA),12.935197
RPP-104,Lausanne (MTN),8.512783
RPP-104,Millen (AHU),10.231971
RPP-104,Riverside (VMA),10.087203
RPP-104,Saint-Pierre (LAC),15.180972
RPP-104,Sauvé (AHU),11.103903
RPP-104,Verdun (VER),14.203264
RPP-104,46 ieme (LAC),25.617098
RPP-104,Angrignon (LAS),17.856547
RPP-104,Armand-Chaput (RDP),18.154904
RPP-104,Autoroute 13 (PRF),30.325795
RPP-104,Château Pierrefonds (PRF),33.760785
RPP-104,Lafarge (sud) (MHM),8.581019
RPP-104,Langelier (SLE),8.693713
RPP-104,Newman (S-O),17.08818
RPP-104,Ray-Lawson (ANJ),11.973834
RPP-104,Sartelon (SLA),17.706871
RPP-104,Thimens (SLA),17.945357
RPP-201,St-Michel - Charland (VSP),6.356038
RPP-201,St-Michel - Robert (VSP),4.908384
RPP-201,St-Michel-17ième(Sous-Sol),5.487818
RPP-201,Butler (S-O),15.332556
RPP-201,De la Salle (MHM),8.666332
RPP-201,Fullum (VMA),7.003842
RPP-201,Iberville (PMR),6.03558
RPP-201,Jules-Poitras 1 (AHU),11.684151
RPP-201,Jules-Poitras 2 (SLA),8.895151
RPP-201,Lausanne (MTN),7.950937
RPP-201,Millen (AHU),4.876304
RPP-201,Riverside (VMA),10.540775
RPP-201,Saint-Pierre (LAC),15.634544
RPP-201,Sauvé (AHU),6.063366
RPP-201,Verdun (VER),15.59601
RPP-201,46 ieme (LAC),17.279795
RPP-201,Angrignon (LAS),16.011339
RPP-201,Armand-Chaput (RDP),19.04207
RPP-201,Autoroute 13 (PRF),16.772906
RPP-201,Château Pierrefonds (PRF),29.72074
RPP-201,Lafarge (sud) (MHM),14.353617
RPP-201,Langelier (SLE),9.984128
RPP-201,Newman (S-O),17.519805
RPP-201,Ray-Lawson (ANJ),11.972887
RPP-201,Sartelon (SLA),13.666825
RPP-201,Thimens (SLA),13.905314
RPP-204,St-Michel - Charland (VSP),5.39861
RPP-204,St-Michel - Robert (VSP),3.950956
RPP-204,St-Michel-17ième(Sous-Sol),4.530389
RPP-204,Butler (S-O),12.252642
RPP-204,De la Salle (MHM),7.708904
RPP-204,Fullum (VMA),6.042676
RPP-204,Iberville (PMR),4.490949
RPP-204,Jules-Poitras 1 (AHU),11.905867
RPP-204,Jules-Poitras 2 (SLA),9.116867
RPP-204,Lausanne (MTN),7.367429
RPP-204,Millen (AHU),6.603743
RPP-204,Riverside (VMA),9.579609
RPP-204,Saint-Pierre (LAC),14.673377
RPP-204,Sauvé (AHU),7.285574
RPP-204,Verdun (VER),13.695668
RPP-204,46 ieme (LAC),17.50151
RPP-204,Angrignon (LAS),17.348951
RPP-204,Armand-Chaput (RDP),18.084641
RPP-204,Autoroute 13 (PRF),16.994621
RPP-204,Château Pierrefonds (PRF),29.942455
RPP-204,Lafarge (sud) (MHM),13.396189
RPP-204,Langelier (SLE),9.0267
RPP-204,Newman (S-O),16.580588
RPP-204,Ray-Lawson (ANJ),11.015459
RPP-204,Sartelon (SLA),13.88854
RPP-204,Thimens (SLA),14.12703
RPP-205,St-Michel - Charland (VSP),5.156345
RPP-205,St-Michel - Robert (VSP),2.485536
RPP-205,St-Michel-17ième(Sous-Sol),4.411151
RPP-205,Butler (S-O),14.923373
RPP-205,De la Salle (MHM),5.245024
