Removal Site 1,Removal Site 2,Distance
RDP-203,OUT-101,22.95
RPP-101,OUT-101,3.16
RPP-102,OUT-101,5.99
RPP-103,OUT-101,11.8
RPP-104,OUT-101,7.89
RPP-201,OUT-101,4.07
RPP-204,OUT-101,5.26
RPP-205,OUT-101,7.31
SLA-363,OUT-101,9.21
SLA-364,OUT-101,6.88
SLA-365,OUT-101,10.99
SLA-366,OUT-101,7.54
SLA-367,OUT-101,11.74
SLA-368,OUT-101,11.45
SLA-369,OUT-101,6.96
SLA-370,OUT-101,9.95
SLA-371,OUT-101,6.86
SLE-109,OUT-101,12.25
SLE-110,OUT-101,14.15
SLE-111,OUT-101,14.92
SLE-303,OUT-101,14.04
SLE-304,OUT-101,14.04
S-O-103,OUT-101,19.19
S-O-104,OUT-101,8
S-O-201A,OUT-101,12.65
S-O-201B,OUT-101,11.46
VER-310A,OUT-101,14.8
VER-310B,OUT-101,11.94
VMA-109,OUT-101,8.93
VMA-110,OUT-101,6.53
VMA-111,OUT-101,5.5
VMA-306,OUT-101,6.26
VMA-307,OUT-101,6.73
VSP-103,OUT-101,6.16
VSP-104,OUT-101,9.71
VSP-107,OUT-101,7.72
VSP-108,OUT-101,7.4
VSP-109,OUT-101,5.01
VSP-205,OUT-101,11.47
VSP-206,OUT-101,8.48
AHU-101,PMR-101,13.17
AHU-102,PMR-101,12.96
AHU-103,PMR-101,13.17
AHU-104,PMR-101,13.45
AHU-105,PMR-101,6.71
AHU-106,PMR-101,10.83
AHU-107,PMR-101,6.24
AHU-201,PMR-101,7.67
AHU-202,PMR-101,8.27
ANJ-101,PMR-101,15.5
ANJ-309,PMR-101,14.27
ANJ-310,PMR-101,9.59
ANJ-311,PMR-101,11.24
ANJ-312,PMR-101,15.13
CDN-111,PMR-101,9.06
CDN-112,PMR-101,7.85
CDN-113,PMR-101,7.32
CDN-114,PMR-101,7.87
CDN-115,PMR-101,6.5
CDN-116,PMR-101,6.21
CDN-301,PMR-101,9.08
IBI-301,PMR-101,36.97
LAC-102,PMR-101,18.27
LAC-104,PMR-101,15.81
LAC-305,PMR-101,18.44
LAC-306,PMR-101,18.92
LAS-321,PMR-101,15.49
LAS-323,PMR-101,16.96
LAS-325,PMR-101,17.58
LAS-326,PMR-101,17.31
LAS-327,PMR-101,16.1
LAS-328,PMR-101,15.93
LAS-329,PMR-101,15.07
LAS-330,PMR-101,17.37
LAS-333,PMR-101,18.47
MHM-105,PMR-101,15.59
MHM-106,PMR-101,10.07
MHM-107,PMR-101,10.06
MHM-108,PMR-101,11.55
MHM-109,PMR-101,4.32
MHM-209,PMR-101,5.43
MHM-210,PMR-101,5.18
MHM-211,PMR-101,9.1
MTN-102,PMR-101,15.1
MTN-103,PMR-101,17
MTN-104,PMR-101,13.38
MTN-305,PMR-101,10.5
MTN-307,PMR-101,15.49
OUT-101,PMR-101,4.12
PMR-101,PMR-101,0
PMR-102,PMR-101,2.56
PMR-203,PMR-101,0.62
PMR-204,PMR-101,3.13
PRF-304B,PMR-101,29.24
PRF-304C,PMR-101,29.19
PRF-304D,PMR-101,27.24
PRF-304E,PMR-101,25.42
PRF-304F,PMR-101,16.84
RDP-101,PMR-101,19.48
RDP-102,PMR-101,16.95
RDP-103,PMR-101,19.48
RDP-105,PMR-101,23.64
RDP-106,PMR-101,23.36
RDP-107,PMR-101,20.58
RDP-201,PMR-101,18.9
RDP-202,PMR-101,19.22
RDP-203,PMR-101,20.58
RPP-101,PMR-101,4.07
RPP-102,PMR-101,3.32
RPP-103,PMR-101,6.68
RPP-104,PMR-101,4.7
RPP-201,PMR-101,2.71
RPP-204,PMR-101,3.17
RPP-205,PMR-101,5.78
SLA-363,PMR-101,12.62
SLA-364,PMR-101,12.58
SLA-365,PMR-101,14.4
SLA-366,PMR-101,10.95
SLA-367,PMR-101,15.15
SLA-368,PMR-101,14.86
SLA-369,PMR-101,13.21
SLA-370,PMR-101,14.29
SLA-371,PMR-101,11.87
SLE-109,PMR-101,9.88
SLE-110,PMR-101,11.78
SLE-111,PMR-101,12.56
SLE-303,PMR-101,11.67
SLE-304,PMR-101,11.67
S-O-103,PMR-101,16.46
S-O-104,PMR-101,7.09
S-O-201A,PMR-101,13.6
S-O-201B,PMR-101,12.11
VER-310A,PMR-101,15.43
VER-310B,PMR-101,11.12
VMA-109,PMR-101,5.64
VMA-110,PMR-101,5.61
VMA-111,PMR-101,3.55
VMA-306,PMR-101,2.67
VMA-307,PMR-101,3.29
VSP-103,PMR-101,4.93
VSP-104,PMR-101,7.16
VSP-107,PMR-101,4.95
VSP-108,PMR-101,6.17
VSP-109,PMR-101,5.87
VSP-205,PMR-101,8.16
VSP-206,PMR-101,5.12
AHU-101,PMR-102,11.89
AHU-102,PMR-102,11.68
AHU-103,PMR-102,11.89
AHU-104,PMR-102,12.16
AHU-105,PMR-102,7.19
AHU-106,PMR-102,13.37
AHU-107,PMR-102,7.85
AHU-201,PMR-102,9.34
AHU-202,PMR-102,8.74
ANJ-101,PMR-102,17.63
ANJ-309,PMR-102,16.4
ANJ-310,PMR-102,12.75
ANJ-311,PMR-102,13.37
ANJ-312,PMR-102,17.26
CDN-111,PMR-102,6.73
CDN-112,PMR-102,6.15
CDN-113,PMR-102,5.32
CDN-114,PMR-102,6.74
CDN-115,PMR-102,4.87
CDN-116,PMR-102,5.32
CDN-301,PMR-102,8.2
IBI-301,PMR-102,34.71
LAC-102,PMR-102,18.23
LAC-104,PMR-102,13.55
LAC-305,PMR-102,16.17
LAC-306,PMR-102,16.66
LAS-321,PMR-102,11.13
LAS-323,PMR-102,12.6
LAS-325,PMR-102,15
LAS-326,PMR-102,14.73
LAS-327,PMR-102,13.51
LAS-328,PMR-102,13.34
LAS-329,PMR-102,12.49
LAS-330,PMR-102,14.79
LAS-333,PMR-102,15.88
MHM-105,PMR-102,12.85
MHM-106,PMR-102,12.05
MHM-107,PMR-102,12.04
MHM-108,PMR-102,13.67
MHM-109,PMR-102,5.59
MHM-209,PMR-102,7.8
MHM-210,PMR-102,7.54
MHM-211,PMR-102,11.08
MTN-102,PMR-102,17.23
MTN-103,PMR-102,19.13
MTN-104,PMR-102,15.51
MTN-305,PMR-102,12.62
MTN-307,PMR-102,17.61
OUT-101,PMR-102,3.19
PMR-101,PMR-102,3.56
PMR-102,PMR-102,0
PMR-203,PMR-102,2.74
PMR-204,PMR-102,4.23
PRF-304B,PMR-102,26.98
PRF-304C,PMR-102,26.93
PRF-304D,PMR-102,24.97
PRF-304E,PMR-102,23.16
PRF-304F,PMR-102,15.56
RDP-101,PMR-102,21.61
RDP-102,PMR-102,19.08
RDP-103,PMR-102,21.61
RDP-105,PMR-102,25.77
RDP-106,PMR-102,25.48
RDP-107,PMR-102,22.71
RDP-201,PMR-102,21.03
RDP-202,PMR-102,21.35
RDP-203,PMR-102,22.71
RPP-101,PMR-102,3.66
RPP-102,PMR-102,5.67
RPP-103,PMR-102,10.57
RPP-104,PMR-102,5.8
RPP-201,PMR-102,4.7
RPP-204,PMR-102,5.33
RPP-205,PMR-102,7.96
SLA-363,PMR-102,11.34
SLA-364,PMR-102,9.58
SLA-365,PMR-102,13.12
SLA-366,PMR-102,9.66
SLA-367,PMR-102,13.87
SLA-368,PMR-102,13.58
SLA-369,PMR-102,9.66
SLA-370,PMR-102,12.03
SLA-371,PMR-102,10.59
SLE-109,PMR-102,12.01
SLE-110,PMR-102,13.91
SLE-111,PMR-102,14.69
SLE-303,PMR-102,13.8
SLE-304,PMR-102,13.8
S-O-103,PMR-102,13.87
S-O-104,PMR-102,4.86
S-O-201A,PMR-102,11.02
S-O-201B,PMR-102,7.34
VER-310A,PMR-102,11.07
VER-310B,PMR-102,8.7
VMA-109,PMR-102,5.68
VMA-110,PMR-102,3.28
VMA-111,PMR-102,2.25
VMA-306,PMR-102,3.44
VMA-307,PMR-102,3.48
VSP-103,PMR-102,6.77
VSP-104,PMR-102,9.21
VSP-107,PMR-102,7
VSP-108,PMR-102,8.01
VSP-109,PMR-102,6.35
VSP-205,PMR-102,10.21
VSP-206,PMR-102,7.16
AHU-101,PMR-203,12.55
AHU-102,PMR-203,12.34
AHU-103,PMR-203,12.55
AHU-104,PMR-203,12.83
AHU-105,PMR-203,6.63
AHU-106,PMR-203,10.21
AHU-107,PMR-203,6.09
AHU-201,PMR-203,7.05
AHU-202,PMR-203,8.27
ANJ-101,PMR-203,14.88
ANJ-309,PMR-203,13.65
ANJ-310,PMR-203,12.98
ANJ-311,PMR-203,10.62
ANJ-312,PMR-203,14.51
CDN-111,PMR-203,15.25
CDN-112,PMR-203,7.68
CDN-113,PMR-203,7.15
CDN-114,PMR-203,7.7
CDN-115,PMR-203,6.33
CDN-116,PMR-203,6.04
CDN-301,PMR-203,8.91
IBI-301,PMR-203,36.35
LAC-102,PMR-203,17.65
LAC-104,PMR-203,15.19
LAC-305,PMR-203,17.82
LAC-306,PMR-203,18.3
LAS-321,PMR-203,16.52
LAS-323,PMR-203,17.99
LAS-325,PMR-203,18.61
LAS-326,PMR-203,18.34
LAS-327,PMR-203,17.13
LAS-328,PMR-203,16.96
LAS-329,PMR-203,16.1
LAS-330,PMR-203,18.4
LAS-333,PMR-203,19.5
MHM-105,PMR-203,14.97
MHM-106,PMR-203,14.61
MHM-107,PMR-203,12.71
MHM-108,PMR-203,10.93
MHM-109,PMR-203,5.08
MHM-209,PMR-203,6.16
MHM-210,PMR-203,5.91
MHM-211,PMR-203,8.98
MTN-102,PMR-203,14.48
MTN-103,PMR-203,16.38
MTN-104,PMR-203,12.76
MTN-305,PMR-203,9.88
MTN-307,PMR-203,14.87
OUT-101,PMR-203,3.96
PMR-101,PMR-203,0.75
PMR-102,PMR-203,3.32
PMR-203,PMR-203,0
PMR-204,PMR-203,3.89
PRF-304B,PMR-203,28.62
PRF-304C,PMR-203,28.57
PRF-304D,PMR-203,26.62
PRF-304E,PMR-203,24.8
PRF-304F,PMR-203,16.22
RDP-101,PMR-203,18.86
RDP-102,PMR-203,16.33
RDP-103,PMR-203,18.86
RDP-105,PMR-203,23.02
RDP-106,PMR-203,22.74
RDP-107,PMR-203,19.96
RDP-201,PMR-203,18.28
RDP-202,PMR-203,18.61
RDP-203,PMR-203,19.96
RPP-101,PMR-203,3.6
RPP-102,PMR-203,3.08
RPP-103,PMR-203,8.81
RPP-104,PMR-203,4.98
RPP-201,PMR-203,2.09
RPP-204,PMR-203,2.56
RPP-205,PMR-203,5.27
SLA-363,PMR-203,12
SLA-364,PMR-203,11.96
SLA-365,PMR-203,13.78
SLA-366,PMR-203,10.33
SLA-367,PMR-203,14.53
SLA-368,PMR-203,14.25
SLA-369,PMR-203,12.59
SLA-370,PMR-203,13.67
SLA-371,PMR-203,11.25
SLE-109,PMR-203,9.27
SLE-110,PMR-203,11.16
SLE-111,PMR-203,11.94
SLE-303,PMR-203,11.05
SLE-304,PMR-203,11.05
S-O-103,PMR-203,17.49
S-O-104,PMR-203,8.12
S-O-201A,PMR-203,15.94
S-O-201B,PMR-203,13.14
VER-310A,PMR-203,16.46
VER-310B,PMR-203,12.15
VMA-109,PMR-203,6.67
VMA-110,PMR-203,6.36
VMA-111,PMR-203,4.2
VMA-306,PMR-203,3.42
VMA-307,PMR-203,4.32
VSP-103,PMR-203,4.31
VSP-104,PMR-203,6.55
VSP-107,PMR-203,4.34
VSP-108,PMR-203,5.55
VSP-109,PMR-203,6.51
VSP-205,PMR-203,7.54
VSP-206,PMR-203,4.5
AHU-101,PMR-204,14.75
AHU-102,PMR-204,14.54
AHU-103,PMR-204,14.75
AHU-104,PMR-204,15.02
AHU-105,PMR-204,8.86
AHU-106,PMR-204,11.29
AHU-107,PMR-204,8.29
AHU-201,PMR-204,9.26
AHU-202,PMR-204,10.56
ANJ-101,PMR-204,13.26
ANJ-309,PMR-204,10.29
ANJ-310,PMR-204,8.43
ANJ-311,PMR-204,9.51
ANJ-312,PMR-204,13.2
CDN-111,PMR-204,12.86
CDN-112,PMR-204,14.13
CDN-113,PMR-204,14.47
CDN-114,PMR-204,16.58
CDN-115,PMR-204,8.21
CDN-116,PMR-204,8.78
CDN-301,PMR-204,14.27
IBI-301,PMR-204,36.64
LAC-102,PMR-204,21.19
LAC-104,PMR-204,17.39
LAC-305,PMR-204,24.6
LAC-306,PMR-204,20.98
LAS-321,PMR-204,15.86
LAS-323,PMR-204,17.33
LAS-325,PMR-204,17.95
LAS-326,PMR-204,17.68
LAS-327,PMR-204,16.47
LAS-328,PMR-204,16.3
LAS-329,PMR-204,15.44
LAS-330,PMR-204,17.74
LAS-333,PMR-204,18.84
MHM-105,PMR-204,8.53
MHM-106,PMR-204,7.73
MHM-107,PMR-204,7.72
MHM-108,PMR-204,9.39
MHM-109,PMR-204,1.27
MHM-209,PMR-204,3.48
MHM-210,PMR-204,3.22
MHM-211,PMR-204,6.76
MTN-102,PMR-204,13.17
MTN-103,PMR-204,15.07
MTN-104,PMR-204,11.66
MTN-305,PMR-204,8.77
MTN-307,PMR-204,13.55
OUT-101,PMR-204,6.7
PMR-101,PMR-204,3.64
PMR-102,PMR-204,4.09
PMR-203,PMR-204,2.76
PMR-204,PMR-204,0
PRF-304B,PMR-204,30.81
PRF-304C,PMR-204,30.76
PRF-304D,PMR-204,28.81
PRF-304E,PMR-204,27
PRF-304F,PMR-204,18.42
RDP-101,PMR-204,17.55
RDP-102,PMR-204,14.71
RDP-103,PMR-204,17.55
RDP-105,PMR-204,21.41
RDP-106,PMR-204,21.12
RDP-107,PMR-204,14.87
RDP-201,PMR-204,16.66
RDP-202,PMR-204,16.99
RDP-203,PMR-204,14.87
RPP-101,PMR-204,5.96
RPP-102,PMR-204,2.53
RPP-103,PMR-204,6.25
RPP-104,PMR-204,3.75
RPP-201,PMR-204,4.86
RPP-204,PMR-204,3.31
RPP-205,PMR-204,5.91
SLA-363,PMR-204,14.2
SLA-364,PMR-204,14.16
SLA-365,PMR-204,15.97
SLA-366,PMR-204,12.52
SLA-367,PMR-204,16.72
SLA-368,PMR-204,16.44
SLA-369,PMR-204,14.78
SLA-370,PMR-204,15.87
SLA-371,PMR-204,13.45
SLE-109,PMR-204,7.45
SLE-110,PMR-204,10.83
SLE-111,PMR-204,11.61
SLE-303,PMR-204,9.95
SLE-304,PMR-204,9.95
S-O-103,PMR-204,16.83
S-O-104,PMR-204,7.46
S-O-201A,PMR-204,15.28
S-O-201B,PMR-204,12.48
VER-310A,PMR-204,15.8
VER-310B,PMR-204,11.49
VMA-109,PMR-204,6.01
VMA-110,PMR-204,5.6
VMA-111,PMR-204,3.49
VMA-306,PMR-204,2.75
VMA-307,PMR-204,3.37
VSP-103,PMR-204,6.5
VSP-104,PMR-204,7.62
VSP-107,PMR-204,4.89
VSP-108,PMR-204,7.74
VSP-109,PMR-204,8.7
VSP-205,PMR-204,7.38
VSP-206,PMR-204,4.34
AHU-101,PRF-304B,19.75
AHU-102,PRF-304B,19.78
AHU-103,PRF-304B,19.75
AHU-104,PRF-304B,20.27
AHU-105,PRF-304B,24.79
AHU-106,PRF-304B,37.26
AHU-107,PRF-304B,25.45
AHU-201,PRF-304B,22.1
AHU-202,PRF-304B,21.07
ANJ-101,PRF-304B,35.98
ANJ-309,PRF-304B,34.75
ANJ-310,PRF-304B,34.08
ANJ-311,PRF-304B,31.72
ANJ-312,PRF-304B,35.61
CDN-111,PRF-304B,24.37
CDN-112,PRF-304B,22.46
CDN-113,PRF-304B,22.84
CDN-114,PRF-304B,21.05
CDN-115,PRF-304B,21.9
CDN-116,PRF-304B,21.61
CDN-301,PRF-304B,23.44
IBI-301,PRF-304B,7.8
LAC-102,PRF-304B,14.36
LAC-104,PRF-304B,18.77
LAC-305,PRF-304B,15.63
LAC-306,PRF-304B,19.68
LAS-321,PRF-304B,26.86
LAS-323,PRF-304B,25.13
LAS-325,PRF-304B,22.8
LAS-326,PRF-304B,22.45
LAS-327,PRF-304B,22.27
LAS-328,PRF-304B,22.75
LAS-329,PRF-304B,20.47
LAS-330,PRF-304B,22.51
LAS-333,PRF-304B,23.3
MHM-105,PRF-304B,36.07
MHM-106,PRF-304B,35.71
MHM-107,PRF-304B,33.81
MHM-108,PRF-304B,32.03
MHM-109,PRF-304B,35.29
MHM-209,PRF-304B,32.67
MHM-210,PRF-304B,32.41
MHM-211,PRF-304B,34.64
MTN-102,PRF-304B,35.58
MTN-103,PRF-304B,43.5
MTN-104,PRF-304B,40.11
MTN-305,PRF-304B,30.98
MTN-307,PRF-304B,35.97
OUT-101,PRF-304B,23.37
PMR-101,PRF-304B,27.38
PMR-102,PRF-304B,26.07
PMR-203,PRF-304B,29.76
PMR-204,PRF-304B,30.33
PRF-304B,PRF-304B,0
PRF-304C,PRF-304B,3.27
PRF-304D,PRF-304B,7.02
PRF-304E,PRF-304B,11.66
PRF-304F,PRF-304B,13.9
RDP-101,PRF-304B,45.79
RDP-102,PRF-304B,37.43
RDP-103,PRF-304B,45.79
RDP-105,PRF-304B,44.12
RDP-106,PRF-304B,43.84
RDP-107,PRF-304B,41.06
RDP-201,PRF-304B,39.38
RDP-202,PRF-304B,39.7
RDP-203,PRF-304B,41.06
RPP-101,PRF-304B,26.12
RPP-102,PRF-304B,29.31
RPP-103,PRF-304B,29.91
RPP-104,PRF-304B,31.48
RPP-201,PRF-304B,27.07
RPP-204,PRF-304B,27.29
RPP-205,PRF-304B,29.35
SLA-363,PRF-304B,17.02
SLA-364,PRF-304B,18.04
SLA-365,PRF-304B,15.58
SLA-366,PRF-304B,24.83
SLA-367,PRF-304B,16.27
SLA-368,PRF-304B,14.21
SLA-369,PRF-304B,18.04
SLA-370,PRF-304B,16.95
SLA-371,PRF-304B,19.68
SLE-109,PRF-304B,30.37
SLE-110,PRF-304B,32.26
SLE-111,PRF-304B,33.04
SLE-303,PRF-304B,32.15
SLE-304,PRF-304B,32.15
S-O-103,PRF-304B,21.69
S-O-104,PRF-304B,29.91
S-O-201A,PRF-304B,24.28
S-O-201B,PRF-304B,26.93
VER-310A,PRF-304B,26.35
VER-310B,PRF-304B,31.29
VMA-109,PRF-304B,32.9
VMA-110,PRF-304B,29.52
VMA-111,PRF-304B,30.98
VMA-306,PRF-304B,32.81
VMA-307,PRF-304B,32.61
VSP-103,PRF-304B,26.09
VSP-104,PRF-304B,27.82
VSP-107,PRF-304B,25.83
VSP-108,PRF-304B,27.33
VSP-109,PRF-304B,23.13
VSP-205,PRF-304B,29.59
VSP-206,PRF-304B,26.6
AHU-101,PRF-304C,19.69
AHU-102,PRF-304C,19.72
AHU-103,PRF-304C,19.69
AHU-104,PRF-304C,20.21
AHU-105,PRF-304C,24.73
AHU-106,PRF-304C,37.2
AHU-107,PRF-304C,25.4
AHU-201,PRF-304C,22.04
AHU-202,PRF-304C,21.01
ANJ-101,PRF-304C,35.92
ANJ-309,PRF-304C,34.69
ANJ-310,PRF-304C,34.02
ANJ-311,PRF-304C,31.66
ANJ-312,PRF-304C,35.55
CDN-111,PRF-304C,24.31
CDN-112,PRF-304C,22.4
CDN-113,PRF-304C,22.79
CDN-114,PRF-304C,20.99
CDN-115,PRF-304C,21.84
CDN-116,PRF-304C,21.55
CDN-301,PRF-304C,23.38
IBI-301,PRF-304C,5.73
LAC-102,PRF-304C,14.86
LAC-104,PRF-304C,18.71
LAC-305,PRF-304C,15.57
LAC-306,PRF-304C,19.62
LAS-321,PRF-304C,27.37
LAS-323,PRF-304C,25.64
LAS-325,PRF-304C,23.3
LAS-326,PRF-304C,22.95
LAS-327,PRF-304C,24.81
LAS-328,PRF-304C,23.25
LAS-329,PRF-304C,23.01
LAS-330,PRF-304C,23.02
LAS-333,PRF-304C,23.8
MHM-105,PRF-304C,36.01
MHM-106,PRF-304C,35.66
MHM-107,PRF-304C,33.75
MHM-108,PRF-304C,31.97
MHM-109,PRF-304C,35.3
MHM-209,PRF-304C,32.61
MHM-210,PRF-304C,32.35
MHM-211,PRF-304C,34.58
MTN-102,PRF-304C,35.52
MTN-103,PRF-304C,43.45
MTN-104,PRF-304C,40.05
MTN-305,PRF-304C,30.92
MTN-307,PRF-304C,35.91
OUT-101,PRF-304C,23.31
PMR-101,PRF-304C,27.33
PMR-102,PRF-304C,26.01
PMR-203,PRF-304C,29.7
PMR-204,PRF-304C,30.28
PRF-304B,PRF-304C,3.24
PRF-304C,PRF-304C,0
PRF-304D,PRF-304C,3.91
PRF-304E,PRF-304C,6.72
PRF-304F,PRF-304C,13.84
RDP-101,PRF-304C,45.73
RDP-102,PRF-304C,37.37
RDP-103,PRF-304C,45.73
RDP-105,PRF-304C,44.07
RDP-106,PRF-304C,43.78
RDP-107,PRF-304C,41
RDP-201,PRF-304C,39.32
RDP-202,PRF-304C,39.65
RDP-203,PRF-304C,41
RPP-101,PRF-304C,26.06
RPP-102,PRF-304C,29.25
RPP-103,PRF-304C,29.85
RPP-104,PRF-304C,31.42
RPP-201,PRF-304C,27.01
RPP-204,PRF-304C,27.23
RPP-205,PRF-304C,29.29
SLA-363,PRF-304C,16.97
SLA-364,PRF-304C,17.98
SLA-365,PRF-304C,15.52
SLA-366,PRF-304C,24.77
SLA-367,PRF-304C,12.09
SLA-368,PRF-304C,14.15
SLA-369,PRF-304C,17.98
SLA-370,PRF-304C,16.9
SLA-371,PRF-304C,19.62
SLE-109,PRF-304C,30.31
SLE-110,PRF-304C,32.2
SLE-111,PRF-304C,32.98
SLE-303,PRF-304C,32.09
SLE-304,PRF-304C,32.09
S-O-103,PRF-304C,22.2
S-O-104,PRF-304C,29.92
S-O-201A,PRF-304C,24.79
S-O-201B,PRF-304C,27.44
VER-310A,PRF-304C,26.85
VER-310B,PRF-304C,33.83
VMA-109,PRF-304C,32.9
VMA-110,PRF-304C,29.52
VMA-111,PRF-304C,30.99
VMA-306,PRF-304C,32.82
VMA-307,PRF-304C,32.62
VSP-103,PRF-304C,26.03
VSP-104,PRF-304C,27.76
VSP-107,PRF-304C,25.77
VSP-108,PRF-304C,27.27
VSP-109,PRF-304C,23.07
VSP-205,PRF-304C,29.53
VSP-206,PRF-304C,26.54
AHU-101,PRF-304D,13.3
AHU-102,PRF-304D,13.22
AHU-103,PRF-304D,13.3
AHU-104,PRF-304D,18.22
AHU-105,PRF-304D,22.74
AHU-106,PRF-304D,31.05
AHU-107,PRF-304D,23.4
AHU-201,PRF-304D,20.05
AHU-202,PRF-304D,19.02
ANJ-101,PRF-304D,33.93
ANJ-309,PRF-304D,32.69
ANJ-310,PRF-304D,32.02
ANJ-311,PRF-304D,29.66
ANJ-312,PRF-304D,33.55
CDN-111,PRF-304D,22.32
CDN-112,PRF-304D,20.4
CDN-113,PRF-304D,20.79
CDN-114,PRF-304D,19
CDN-115,PRF-304D,19.85
CDN-116,PRF-304D,19.55
CDN-301,PRF-304D,21.38
IBI-301,PRF-304D,9.61
LAC-102,PRF-304D,14.3
LAC-104,PRF-304D,16.71
LAC-305,PRF-304D,13.57
LAC-306,PRF-304D,17.63
LAS-321,PRF-304D,27.41
LAS-323,PRF-304D,25.68
LAS-325,PRF-304D,23.35
LAS-326,PRF-304D,23
LAS-327,PRF-304D,22.82
LAS-328,PRF-304D,23.29
LAS-329,PRF-304D,21.01
LAS-330,PRF-304D,23.06
LAS-333,PRF-304D,23.84
MHM-105,PRF-304D,34.02
MHM-106,PRF-304D,33.66
MHM-107,PRF-304D,31.76
MHM-108,PRF-304D,29.97
MHM-109,PRF-304D,33.3
MHM-209,PRF-304D,30.61
MHM-210,PRF-304D,30.36
MHM-211,PRF-304D,32.58
MTN-102,PRF-304D,33.53
MTN-103,PRF-304D,37.29
MTN-104,PRF-304D,33.89
MTN-305,PRF-304D,28.92
MTN-307,PRF-304D,33.91
OUT-101,PRF-304D,21.32
PMR-101,PRF-304D,25.33
PMR-102,PRF-304D,24.02
PMR-203,PRF-304D,27.71
PMR-204,PRF-304D,28.28
PRF-304B,PRF-304D,7.01
PRF-304C,PRF-304D,3.91
PRF-304D,PRF-304D,0
PRF-304E,PRF-304D,4.91
PRF-304F,PRF-304D,11.85
RDP-101,PRF-304D,39.58
RDP-102,PRF-304D,35.37
RDP-103,PRF-304D,39.58
RDP-105,PRF-304D,42.07
RDP-106,PRF-304D,41.78
RDP-107,PRF-304D,39.01
RDP-201,PRF-304D,37.32
RDP-202,PRF-304D,37.65
RDP-203,PRF-304D,39.01
RPP-101,PRF-304D,24.06
RPP-102,PRF-304D,27.25
RPP-103,PRF-304D,27.86
RPP-104,PRF-304D,29.42
RPP-201,PRF-304D,25.01
RPP-204,PRF-304D,25.23
RPP-205,PRF-304D,27.29
SLA-363,PRF-304D,14.98
SLA-364,PRF-304D,15.98
SLA-365,PRF-304D,13.53
SLA-366,PRF-304D,22.78
SLA-367,PRF-304D,9.91
SLA-368,PRF-304D,12.16
SLA-369,PRF-304D,15.99
SLA-370,PRF-304D,14.9
SLA-371,PRF-304D,17.62
SLE-109,PRF-304D,28.31
SLE-110,PRF-304D,30.21
SLE-111,PRF-304D,30.99
SLE-303,PRF-304D,30.1
SLE-304,PRF-304D,30.1
S-O-103,PRF-304D,22.24
S-O-104,PRF-304D,27.92
S-O-201A,PRF-304D,24.83
S-O-201B,PRF-304D,27.48
VER-310A,PRF-304D,26.9
VER-310B,PRF-304D,31.83
VMA-109,PRF-304D,30.91
VMA-110,PRF-304D,27.53
VMA-111,PRF-304D,28.99
VMA-306,PRF-304D,30.82
VMA-307,PRF-304D,30.62
VSP-103,PRF-304D,24.03
VSP-104,PRF-304D,25.77
VSP-107,PRF-304D,23.78
VSP-108,PRF-304D,25.27
VSP-109,PRF-304D,21.07
VSP-205,PRF-304D,27.54
VSP-206,PRF-304D,24.54
AHU-101,PRF-304E,11.06
AHU-102,PRF-304E,10.98
AHU-103,PRF-304E,11.06
AHU-104,PRF-304E,11.89
AHU-105,PRF-304E,20.89
AHU-106,PRF-304E,28.8
AHU-107,PRF-304E,21.56
AHU-201,PRF-304E,16.44
AHU-202,PRF-304E,15.41
ANJ-101,PRF-304E,32.08
ANJ-309,PRF-304E,30.85
ANJ-310,PRF-304E,30.18
ANJ-311,PRF-304E,27.82
ANJ-312,PRF-304E,31.71
CDN-111,PRF-304E,20.47
CDN-112,PRF-304E,18.56
CDN-113,PRF-304E,18.95
CDN-114,PRF-304E,17.16
CDN-115,PRF-304E,18
CDN-116,PRF-304E,17.71
CDN-301,PRF-304E,19.54
IBI-301,PRF-304E,12.61
LAC-102,PRF-304E,12.46
LAC-104,PRF-304E,14.87
LAC-305,PRF-304E,11.73
LAC-306,PRF-304E,15.79
LAS-321,PRF-304E,25.57
LAS-323,PRF-304E,23.84
LAS-325,PRF-304E,21.5
LAS-326,PRF-304E,21.15
LAS-327,PRF-304E,20.97
LAS-328,PRF-304E,21.45
LAS-329,PRF-304E,19.17
LAS-330,PRF-304E,21.22
LAS-333,PRF-304E,22
MHM-105,PRF-304E,32.18
MHM-106,PRF-304E,31.82
MHM-107,PRF-304E,29.91
MHM-108,PRF-304E,28.13
MHM-109,PRF-304E,31.46
MHM-209,PRF-304E,28.77
MHM-210,PRF-304E,28.51
MHM-211,PRF-304E,30.74
MTN-102,PRF-304E,31.68
MTN-103,PRF-304E,35.05
MTN-104,PRF-304E,31.65
MTN-305,PRF-304E,27.08
MTN-307,PRF-304E,32.07
OUT-101,PRF-304E,19.48
PMR-101,PRF-304E,23.49
PMR-102,PRF-304E,22.17
PMR-203,PRF-304E,25.86
PMR-204,PRF-304E,26.44
PRF-304B,PRF-304E,12.46
PRF-304C,PRF-304E,6.69
PRF-304D,PRF-304E,4.31
PRF-304E,PRF-304E,0
PRF-304F,PRF-304E,8.24
RDP-101,PRF-304E,37.34
RDP-102,PRF-304E,37.34
RDP-103,PRF-304E,37.34
RDP-105,PRF-304E,40.23
RDP-106,PRF-304E,39.94
RDP-107,PRF-304E,37.17
