Removal Site 1,Removal Site 2,Distance
RDP-201,PRF-304E,35.48
RDP-202,PRF-304E,35.81
RDP-203,PRF-304E,37.17
RPP-101,PRF-304E,22.22
RPP-102,PRF-304E,25.41
RPP-103,PRF-304E,26.01
RPP-104,PRF-304E,27.58
RPP-201,PRF-304E,23.17
RPP-204,PRF-304E,23.39
RPP-205,PRF-304E,25.45
SLA-363,PRF-304E,11.36
SLA-364,PRF-304E,14.14
SLA-365,PRF-304E,9.92
SLA-366,PRF-304E,20.93
SLA-367,PRF-304E,7.67
SLA-368,PRF-304E,8.55
SLA-369,PRF-304E,14.14
SLA-370,PRF-304E,13.06
SLA-371,PRF-304E,15.78
SLE-109,PRF-304E,26.47
SLE-110,PRF-304E,28.36
SLE-111,PRF-304E,29.14
SLE-303,PRF-304E,28.25
SLE-304,PRF-304E,28.25
S-O-103,PRF-304E,20.4
S-O-104,PRF-304E,26.08
S-O-201A,PRF-304E,22.99
S-O-201B,PRF-304E,25.64
VER-310A,PRF-304E,25.05
VER-310B,PRF-304E,29.99
VMA-109,PRF-304E,29.06
VMA-110,PRF-304E,25.68
VMA-111,PRF-304E,27.15
VMA-306,PRF-304E,28.98
VMA-307,PRF-304E,28.78
VSP-103,PRF-304E,22.19
VSP-104,PRF-304E,23.92
VSP-107,PRF-304E,21.93
VSP-108,PRF-304E,23.43
VSP-109,PRF-304E,19.23
VSP-205,PRF-304E,25.69
VSP-206,PRF-304E,22.7
AHU-101,PRF-304F,8.07
AHU-102,PRF-304F,8.11
AHU-103,PRF-304F,8.07
AHU-104,PRF-304F,8.59
AHU-105,PRF-304F,9.75
AHU-106,PRF-304F,14.45
AHU-107,PRF-304F,10.93
AHU-201,PRF-304F,10.43
AHU-202,PRF-304F,9.4
ANJ-101,PRF-304F,27.36
ANJ-309,PRF-304F,26.13
ANJ-310,PRF-304F,25.46
ANJ-311,PRF-304F,23.1
ANJ-312,PRF-304F,26.99
CDN-111,PRF-304F,15.75
CDN-112,PRF-304F,13.84
CDN-113,PRF-304F,14.22
CDN-114,PRF-304F,12.43
CDN-115,PRF-304F,13.28
CDN-116,PRF-304F,12.99
CDN-301,PRF-304F,14.82
IBI-301,PRF-304F,22.37
LAC-102,PRF-304F,12.58
LAC-104,PRF-304F,9.97
LAC-305,PRF-304F,6.83
LAC-306,PRF-304F,10.88
LAS-321,PRF-304F,20.66
LAS-323,PRF-304F,18.93
LAS-325,PRF-304F,16.6
LAS-326,PRF-304F,16.25
LAS-327,PRF-304F,16.07
LAS-328,PRF-304F,16.55
LAS-329,PRF-304F,14.27
LAS-330,PRF-304F,16.31
LAS-333,PRF-304F,17.1
MHM-105,PRF-304F,27.45
MHM-106,PRF-304F,27.09
MHM-107,PRF-304F,25.19
MHM-108,PRF-304F,23.41
MHM-109,PRF-304F,29.09
MHM-209,PRF-304F,30.8
MHM-210,PRF-304F,23.79
MHM-211,PRF-304F,26.02
MTN-102,PRF-304F,26.96
MTN-103,PRF-304F,33.21
MTN-104,PRF-304F,16.56
MTN-305,PRF-304F,15.13
MTN-307,PRF-304F,27.34
OUT-101,PRF-304F,14.75
PMR-101,PRF-304F,15.19
PMR-102,PRF-304F,17.45
PMR-203,PRF-304F,15.83
PMR-204,PRF-304F,21.71
PRF-304B,PRF-304F,14.64
PRF-304C,PRF-304F,14.59
PRF-304D,PRF-304F,12.62
PRF-304E,PRF-304F,9.27
PRF-304F,PRF-304F,0
RDP-101,PRF-304F,35.49
RDP-102,PRF-304F,28.81
RDP-103,PRF-304F,35.49
RDP-105,PRF-304F,35.5
RDP-106,PRF-304F,35.22
RDP-107,PRF-304F,32.44
RDP-201,PRF-304F,30.76
RDP-202,PRF-304F,31.08
RDP-203,PRF-304F,32.44
RPP-101,PRF-304F,15.06
RPP-102,PRF-304F,20.69
RPP-103,PRF-304F,21.29
RPP-104,PRF-304F,22.86
RPP-201,PRF-304F,18.45
RPP-204,PRF-304F,18.67
RPP-205,PRF-304F,20.73
SLA-363,PRF-304F,5.35
SLA-364,PRF-304F,7.31
SLA-365,PRF-304F,3.9
SLA-366,PRF-304F,8.01
SLA-367,PRF-304F,4.6
SLA-368,PRF-304F,2.53
SLA-369,PRF-304F,7.05
SLA-370,PRF-304F,5.7
SLA-371,PRF-304F,7.3
SLE-109,PRF-304F,21.74
SLE-110,PRF-304F,23.64
SLE-111,PRF-304F,24.42
SLE-303,PRF-304F,23.53
SLE-304,PRF-304F,23.53
S-O-103,PRF-304F,15.49
S-O-104,PRF-304F,23.71
S-O-201A,PRF-304F,18.08
S-O-201B,PRF-304F,20.74
VER-310A,PRF-304F,20.15
VER-310B,PRF-304F,25.09
VMA-109,PRF-304F,26.7
VMA-110,PRF-304F,23.32
VMA-111,PRF-304F,24.78
VMA-306,PRF-304F,26.61
VMA-307,PRF-304F,26.41
VSP-103,PRF-304F,17.47
VSP-104,PRF-304F,12.6
VSP-107,PRF-304F,17.21
VSP-108,PRF-304F,18.71
VSP-109,PRF-304F,14.51
VSP-205,PRF-304F,14.67
VSP-206,PRF-304F,17.97
AHU-101,RDP-101,25.98
AHU-102,RDP-101,25.77
AHU-103,RDP-101,25.98
AHU-104,RDP-101,26.26
AHU-105,RDP-101,22.27
AHU-106,RDP-101,17.92
AHU-107,RDP-101,21.41
AHU-201,RDP-101,20.21
AHU-202,RDP-101,21.51
ANJ-101,RDP-101,6.59
ANJ-309,RDP-101,7.06
ANJ-310,RDP-101,11.48
ANJ-311,RDP-101,7.83
ANJ-312,RDP-101,5.21
CDN-111,RDP-101,26.81
CDN-112,RDP-101,24.9
CDN-113,RDP-101,25.28
CDN-114,RDP-101,23.49
CDN-115,RDP-101,24.34
CDN-116,RDP-101,24.05
CDN-301,RDP-101,25.88
IBI-301,RDP-101,46.27
LAC-102,RDP-101,41.44
LAC-104,RDP-101,26.76
LAC-305,RDP-101,35.68
LAC-306,RDP-101,39.74
LAS-321,RDP-101,42.3
LAS-323,RDP-101,43.76
LAS-325,RDP-101,45.46
LAS-326,RDP-101,45.11
LAS-327,RDP-101,44.93
LAS-328,RDP-101,45.41
LAS-329,RDP-101,43.13
LAS-330,RDP-101,45.17
LAS-333,RDP-101,45.96
MHM-105,RDP-101,10.76
MHM-106,RDP-101,10.41
MHM-107,RDP-101,11.76
MHM-108,RDP-101,7.85
MHM-109,RDP-101,16.49
MHM-209,RDP-101,15.18
MHM-210,RDP-101,14.92
MHM-211,RDP-101,11.61
MTN-102,RDP-101,5.19
MTN-103,RDP-101,3.17
MTN-104,RDP-101,6.43
MTN-305,RDP-101,8.71
MTN-307,RDP-101,5.57
OUT-101,RDP-101,21.47
PMR-101,RDP-101,17.6
PMR-102,RDP-101,21.95
PMR-203,RDP-101,17.85
PMR-204,RDP-101,17.29
PRF-304B,RDP-101,46.7
PRF-304C,RDP-101,40.36
PRF-304D,RDP-101,38.2
PRF-304E,RDP-101,36.24
PRF-304F,RDP-101,33.42
RDP-101,RDP-101,0
RDP-102,RDP-101,1.59
RDP-103,RDP-101,0
RDP-105,RDP-101,12.57
RDP-106,RDP-101,12.29
RDP-107,RDP-101,10.06
RDP-201,RDP-101,2.36
RDP-202,RDP-101,7.5
RDP-203,RDP-101,10.06
RPP-101,RDP-101,17.4
RPP-102,RDP-101,15.13
RPP-103,RDP-101,12.05
RPP-104,RDP-101,15.9
RPP-201,RDP-101,15.9
RPP-204,RDP-101,14.94
RPP-205,RDP-101,12.96
SLA-363,RDP-101,26.45
SLA-364,RDP-101,30.78
SLA-365,RDP-101,28.81
SLA-366,RDP-101,23.99
SLA-367,RDP-101,26.84
SLA-368,RDP-101,33.72
SLA-369,RDP-101,30.85
SLA-370,RDP-101,37.19
SLA-371,RDP-101,29.52
SLE-109,RDP-101,10.98
SLE-110,RDP-101,9.08
SLE-111,RDP-101,9.86
SLE-303,RDP-101,8.51
SLE-304,RDP-101,8.51
S-O-103,RDP-101,44.35
S-O-104,RDP-101,24.42
S-O-201A,RDP-101,32.24
S-O-201B,RDP-101,39.17
VER-310A,RDP-101,42.23
VER-310B,RDP-101,36.44
VMA-109,RDP-101,22.97
VMA-110,RDP-101,24.68
VMA-111,RDP-101,19.78
VMA-306,RDP-101,19.05
VMA-307,RDP-101,19.67
VSP-103,RDP-101,15.87
VSP-104,RDP-101,19.45
VSP-107,RDP-101,14.28
VSP-108,RDP-101,17.11
VSP-109,RDP-101,18.08
VSP-205,RDP-101,9.9
VSP-206,RDP-101,13.2
AHU-101,RDP-102,26.91
AHU-102,RDP-102,26.7
AHU-103,RDP-102,26.91
AHU-104,RDP-102,27.18
AHU-105,RDP-102,17.18
AHU-106,RDP-102,18.85
AHU-107,RDP-102,22.34
AHU-201,RDP-102,21.14
AHU-202,RDP-102,22.44
ANJ-101,RDP-102,5.6
ANJ-309,RDP-102,6.08
ANJ-310,RDP-102,10.56
ANJ-311,RDP-102,6.14
ANJ-312,RDP-102,4.23
CDN-111,RDP-102,25.76
CDN-112,RDP-102,23.85
CDN-113,RDP-102,24.23
CDN-114,RDP-102,22.44
CDN-115,RDP-102,23.29
CDN-116,RDP-102,23
CDN-301,RDP-102,24.83
IBI-301,RDP-102,47.2
LAC-102,RDP-102,28.17
LAC-104,RDP-102,25.71
LAC-305,RDP-102,36.61
LAC-306,RDP-102,28.82
LAS-321,RDP-102,41.25
LAS-323,RDP-102,42.71
LAS-325,RDP-102,34.54
LAS-326,RDP-102,34.19
LAS-327,RDP-102,32.38
LAS-328,RDP-102,32.21
LAS-329,RDP-102,31.35
LAS-330,RDP-102,34.25
LAS-333,RDP-102,35.03
MHM-105,RDP-102,9.71
MHM-106,RDP-102,7.61
MHM-107,RDP-102,10.71
MHM-108,RDP-102,6.87
MHM-109,RDP-102,15.44
MHM-209,RDP-102,14.13
MHM-210,RDP-102,13.87
MHM-211,RDP-102,10.56
MTN-102,RDP-102,4.2
MTN-103,RDP-102,3.64
MTN-104,RDP-102,6.5
MTN-305,RDP-102,8.84
MTN-307,RDP-102,4.59
OUT-101,RDP-102,20.42
PMR-101,RDP-102,16.55
PMR-102,RDP-102,19.18
PMR-203,RDP-102,16.8
PMR-204,RDP-102,16.24
PRF-304B,RDP-102,39.13
PRF-304C,RDP-102,39.09
PRF-304D,RDP-102,39.13
PRF-304E,RDP-102,37.16
PRF-304F,RDP-102,34.35
RDP-101,RDP-102,2.03
RDP-102,RDP-102,0
RDP-103,RDP-102,2.03
RDP-105,RDP-102,11.25
RDP-106,RDP-102,10.96
RDP-107,RDP-102,8.74
RDP-201,RDP-102,1.05
RDP-202,RDP-102,6.18
RDP-203,RDP-102,8.74
RPP-101,RDP-102,16.35
RPP-102,RDP-102,14.08
RPP-103,RDP-102,11
RPP-104,RDP-102,14.85
RPP-201,RDP-102,14.85
RPP-204,RDP-102,13.89
RPP-205,RDP-102,11.91
SLA-363,RDP-102,27.38
SLA-364,RDP-102,22.48
SLA-365,RDP-102,24.3
SLA-366,RDP-102,20.84
SLA-367,RDP-102,27.76
SLA-368,RDP-102,34.65
SLA-369,RDP-102,23.1
SLA-370,RDP-102,24.19
SLA-371,RDP-102,21.77
SLE-109,RDP-102,9.93
SLE-110,RDP-102,8.19
SLE-111,RDP-102,8.97
SLE-303,RDP-102,7.37
SLE-304,RDP-102,7.37
S-O-103,RDP-102,32.74
S-O-104,RDP-102,23.37
S-O-201A,RDP-102,31.19
S-O-201B,RDP-102,38.12
VER-310A,RDP-102,41.18
VER-310B,RDP-102,35.39
VMA-109,RDP-102,21.92
VMA-110,RDP-102,23.63
VMA-111,RDP-102,18.73
VMA-306,RDP-102,18
VMA-307,RDP-102,18.62
VSP-103,RDP-102,14.82
VSP-104,RDP-102,20.38
VSP-107,RDP-102,13.23
VSP-108,RDP-102,16.06
VSP-109,RDP-102,17.03
VSP-205,RDP-102,9.55
VSP-206,RDP-102,12.15
AHU-101,RDP-103,25.98
AHU-102,RDP-103,25.77
AHU-103,RDP-103,25.98
AHU-104,RDP-103,26.26
AHU-105,RDP-103,22.27
AHU-106,RDP-103,17.92
AHU-107,RDP-103,21.41
AHU-201,RDP-103,20.21
AHU-202,RDP-103,21.51
ANJ-101,RDP-103,6.59
ANJ-309,RDP-103,7.06
ANJ-310,RDP-103,11.48
ANJ-311,RDP-103,7.83
ANJ-312,RDP-103,5.21
CDN-111,RDP-103,26.81
CDN-112,RDP-103,24.9
CDN-113,RDP-103,25.28
CDN-114,RDP-103,23.49
CDN-115,RDP-103,24.34
CDN-116,RDP-103,24.05
CDN-301,RDP-103,25.88
IBI-301,RDP-103,46.27
LAC-102,RDP-103,41.44
LAC-104,RDP-103,26.76
LAC-305,RDP-103,35.68
LAC-306,RDP-103,39.74
LAS-321,RDP-103,42.3
LAS-323,RDP-103,43.76
LAS-325,RDP-103,45.46
LAS-326,RDP-103,45.11
LAS-327,RDP-103,44.93
LAS-328,RDP-103,45.41
LAS-329,RDP-103,43.13
LAS-330,RDP-103,45.17
LAS-333,RDP-103,45.96
MHM-105,RDP-103,10.76
MHM-106,RDP-103,10.41
MHM-107,RDP-103,11.76
MHM-108,RDP-103,7.85
MHM-109,RDP-103,16.49
MHM-209,RDP-103,15.18
MHM-210,RDP-103,14.92
MHM-211,RDP-103,11.61
MTN-102,RDP-103,5.19
MTN-103,RDP-103,3.17
MTN-104,RDP-103,6.43
MTN-305,RDP-103,8.71
MTN-307,RDP-103,5.57
OUT-101,RDP-103,21.47
PMR-101,RDP-103,17.6
PMR-102,RDP-103,21.95
PMR-203,RDP-103,17.85
PMR-204,RDP-103,17.29
PRF-304B,RDP-103,46.7
PRF-304C,RDP-103,40.36
PRF-304D,RDP-103,38.2
PRF-304E,RDP-103,36.24
PRF-304F,RDP-103,33.42
RDP-101,RDP-103,0
RDP-102,RDP-103,1.59
RDP-103,RDP-103,0
RDP-105,RDP-103,12.57
RDP-106,RDP-103,12.29
RDP-107,RDP-103,10.06
RDP-201,RDP-103,2.36
RDP-202,RDP-103,7.5
RDP-203,RDP-103,10.06
RPP-101,RDP-103,17.4
RPP-102,RDP-103,15.13
RPP-103,RDP-103,12.05
RPP-104,RDP-103,15.9
RPP-201,RDP-103,15.9
RPP-204,RDP-103,14.94
RPP-205,RDP-103,12.96
SLA-363,RDP-103,26.45
SLA-364,RDP-103,30.78
SLA-365,RDP-103,28.81
SLA-366,RDP-103,23.99
SLA-367,RDP-103,26.84
SLA-368,RDP-103,33.72
SLA-369,RDP-103,30.85
SLA-370,RDP-103,37.19
SLA-371,RDP-103,29.52
SLE-109,RDP-103,10.98
SLE-110,RDP-103,9.08
SLE-111,RDP-103,9.86
SLE-303,RDP-103,8.51
SLE-304,RDP-103,8.51
S-O-103,RDP-103,44.35
S-O-104,RDP-103,24.42
S-O-201A,RDP-103,32.24
S-O-201B,RDP-103,39.17
VER-310A,RDP-103,42.23
VER-310B,RDP-103,36.44
VMA-109,RDP-103,22.97
VMA-110,RDP-103,24.68
VMA-111,RDP-103,19.78
VMA-306,RDP-103,19.05
VMA-307,RDP-103,19.67
VSP-103,RDP-103,15.87
VSP-104,RDP-103,19.45
VSP-107,RDP-103,14.28
VSP-108,RDP-103,17.11
VSP-109,RDP-103,18.08
VSP-205,RDP-103,9.9
VSP-206,RDP-103,13.2
AHU-101,RDP-105,28.83
AHU-102,RDP-105,28.62
AHU-103,RDP-105,28.83
AHU-104,RDP-105,29.1
AHU-105,RDP-105,22.94
AHU-106,RDP-105,31.72
AHU-107,RDP-105,22.37
AHU-201,RDP-105,23.34
AHU-202,RDP-105,24.64
ANJ-101,RDP-105,9.21
ANJ-309,RDP-105,12.36
ANJ-310,RDP-105,16.32
ANJ-311,RDP-105,14.41
ANJ-312,RDP-105,15.11
CDN-111,RDP-105,31.52
CDN-112,RDP-105,29.61
CDN-113,RDP-105,29.99
CDN-114,RDP-105,28.2
CDN-115,RDP-105,29.05
CDN-116,RDP-105,28.75
CDN-301,RDP-105,30.59
IBI-301,RDP-105,50.36
LAC-102,RDP-105,33.93
LAC-104,RDP-105,31.47
LAC-305,RDP-105,34.09
LAC-306,RDP-105,34.58
LAS-321,RDP-105,46.81
LAS-323,RDP-105,48.28
LAS-325,RDP-105,40.3
LAS-326,RDP-105,39.95
LAS-327,RDP-105,37.94
LAS-328,RDP-105,37.77
LAS-329,RDP-105,36.91
LAS-330,RDP-105,40.01
LAS-333,RDP-105,40.79
MHM-105,RDP-105,15.28
MHM-106,RDP-105,14.92
MHM-107,RDP-105,16.27
MHM-108,RDP-105,14.27
MHM-109,RDP-105,21
MHM-209,RDP-105,19.69
MHM-210,RDP-105,19.43
MHM-211,RDP-105,16.12
MTN-102,RDP-105,15.08
MTN-103,RDP-105,16.98
MTN-104,RDP-105,17.38
MTN-305,RDP-105,19.79
MTN-307,RDP-105,15.46
OUT-101,RDP-105,26.18
PMR-101,RDP-105,22.31
PMR-102,RDP-105,24.93
PMR-203,RDP-105,22.56
PMR-204,RDP-105,22
PRF-304B,RDP-105,44.89
PRF-304C,RDP-105,44.85
PRF-304D,RDP-105,42.89
PRF-304E,RDP-105,41.08
PRF-304F,RDP-105,32.5
RDP-101,RDP-105,9.52
RDP-102,RDP-105,12.53
RDP-103,RDP-105,9.52
RDP-105,RDP-105,0
RDP-106,RDP-105,9.81
RDP-107,RDP-105,6.59
RDP-201,RDP-105,11.46
RDP-202,RDP-105,7.88
RDP-203,RDP-105,6.59
RPP-101,RDP-105,22.11
RPP-102,RDP-105,19.83
RPP-103,RDP-105,16.76
RPP-104,RDP-105,19.8
RPP-201,RDP-105,20.61
RPP-204,RDP-105,19.65
RPP-205,RDP-105,17.66
SLA-363,RDP-105,28.28
SLA-364,RDP-105,28.24
SLA-365,RDP-105,30.06
SLA-366,RDP-105,26.6
SLA-367,RDP-105,30.8
SLA-368,RDP-105,30.52
SLA-369,RDP-105,28.46
SLA-370,RDP-105,29.95
SLA-371,RDP-105,27.53
SLE-109,RDP-105,15.68
SLE-110,RDP-105,19.22
SLE-111,RDP-105,19.99
SLE-303,RDP-105,14.84
SLE-304,RDP-105,14.84
S-O-103,RDP-105,38.3
S-O-104,RDP-105,28.94
S-O-201A,RDP-105,36.75
S-O-201B,RDP-105,43.68
VER-310A,RDP-105,46.74
VER-310B,RDP-105,40.95
VMA-109,RDP-105,27.48
VMA-110,RDP-105,29.19
VMA-111,RDP-105,24.3
VMA-306,RDP-105,23.56
VMA-307,RDP-105,24.18
VSP-103,RDP-105,20.58
VSP-104,RDP-105,21.72
VSP-107,RDP-105,18.98
VSP-108,RDP-105,21.82
VSP-109,RDP-105,22.79
VSP-205,RDP-105,20.4
VSP-206,RDP-105,17.9
AHU-101,RDP-106,29.11
AHU-102,RDP-106,28.91
AHU-103,RDP-106,29.11
AHU-104,RDP-106,29.39
AHU-105,RDP-106,23.23
AHU-106,RDP-106,32.01
AHU-107,RDP-106,22.66
AHU-201,RDP-106,23.63
AHU-202,RDP-106,24.93
ANJ-101,RDP-106,9.49
ANJ-309,RDP-106,12.64
ANJ-310,RDP-106,16.61
ANJ-311,RDP-106,14.7
ANJ-312,RDP-106,15.39
CDN-111,RDP-106,31.81
CDN-112,RDP-106,29.89
CDN-113,RDP-106,30.28
CDN-114,RDP-106,28.49
CDN-115,RDP-106,29.34
CDN-116,RDP-106,29.04
CDN-301,RDP-106,30.87
IBI-301,RDP-106,50.64
LAC-102,RDP-106,34.21
LAC-104,RDP-106,31.76
LAC-305,RDP-106,34.38
LAC-306,RDP-106,34.86
LAS-321,RDP-106,47.1
LAS-323,RDP-106,48.56
LAS-325,RDP-106,40.58
LAS-326,RDP-106,40.23
LAS-327,RDP-106,38.23
LAS-328,RDP-106,38.06
LAS-329,RDP-106,37.2
LAS-330,RDP-106,40.29
LAS-333,RDP-106,41.08
MHM-105,RDP-106,15.56
MHM-106,RDP-106,15.2
MHM-107,RDP-106,16.56
MHM-108,RDP-106,14.56
MHM-109,RDP-106,21.29
MHM-209,RDP-106,19.97
MHM-210,RDP-106,19.72
MHM-211,RDP-106,16.41
MTN-102,RDP-106,15.37
MTN-103,RDP-106,17.26
MTN-104,RDP-106,17.67
MTN-305,RDP-106,20.07
MTN-307,RDP-106,15.75
OUT-101,RDP-106,26.47
PMR-101,RDP-106,22.59
PMR-102,RDP-106,25.22
PMR-203,RDP-106,22.84
PMR-204,RDP-106,22.29
PRF-304B,RDP-106,45.18
PRF-304C,RDP-106,45.13
PRF-304D,RDP-106,43.18
PRF-304E,RDP-106,41.36
PRF-304F,RDP-106,36.93
RDP-101,RDP-106,9.8
RDP-102,RDP-106,12.82
RDP-103,RDP-106,9.8
RDP-105,RDP-106,0.29
RDP-106,RDP-106,0
RDP-107,RDP-106,6.88
RDP-201,RDP-106,11.74
RDP-202,RDP-106,8.17
RDP-203,RDP-106,6.88
RPP-101,RDP-106,22.4
RPP-102,RDP-106,20.12
RPP-103,RDP-106,17.04
RPP-104,RDP-106,20.09
RPP-201,RDP-106,20.89
RPP-204,RDP-106,19.93
RPP-205,RDP-106,17.95
SLA-363,RDP-106,28.57
SLA-364,RDP-106,28.53
SLA-365,RDP-106,30.34
SLA-366,RDP-106,26.89
SLA-367,RDP-106,31.09
SLA-368,RDP-106,30.81
SLA-369,RDP-106,28.75
SLA-370,RDP-106,30.23
SLA-371,RDP-106,27.81
SLE-109,RDP-106,15.97
SLE-110,RDP-106,19.5
SLE-111,RDP-106,20.28
SLE-303,RDP-106,15.13
SLE-304,RDP-106,15.13
S-O-103,RDP-106,38.59
S-O-104,RDP-106,29.22
S-O-201A,RDP-106,37.04
S-O-201B,RDP-106,43.97
VER-310A,RDP-106,47.03
VER-310B,RDP-106,41.24
VMA-109,RDP-106,27.77
VMA-110,RDP-106,29.48
VMA-111,RDP-106,24.58
VMA-306,RDP-106,23.84
VMA-307,RDP-106,24.46
VSP-103,RDP-106,20.87
VSP-104,RDP-106,22.01
VSP-107,RDP-106,19.27
VSP-108,RDP-106,22.11
VSP-109,RDP-106,23.07
VSP-205,RDP-106,20.69
VSP-206,RDP-106,18.19
AHU-101,RDP-107,24.49
AHU-102,RDP-107,24.28
AHU-103,RDP-107,24.49
AHU-104,RDP-107,24.77
AHU-105,RDP-107,18.61
AHU-106,RDP-107,27.39
AHU-107,RDP-107,18.04
AHU-201,RDP-107,19.01
AHU-202,RDP-107,20.31
ANJ-101,RDP-107,4.87
ANJ-309,RDP-107,8.02
ANJ-310,RDP-107,11.98
ANJ-311,RDP-107,10.07
ANJ-312,RDP-107,10.77
CDN-111,RDP-107,27.19
CDN-112,RDP-107,25.27
CDN-113,RDP-107,25.66
CDN-114,RDP-107,23.87
CDN-115,RDP-107,24.71
CDN-116,RDP-107,24.42
CDN-301,RDP-107,26.25
IBI-301,RDP-107,46.02
LAC-102,RDP-107,29.59
LAC-104,RDP-107,27.13
LAC-305,RDP-107,29.76
LAC-306,RDP-107,30.24
LAS-321,RDP-107,42.47
LAS-323,RDP-107,43.94
LAS-325,RDP-107,35.96
LAS-326,RDP-107,35.61
LAS-327,RDP-107,33.61
LAS-328,RDP-107,33.44
LAS-329,RDP-107,32.58
LAS-330,RDP-107,35.67
LAS-333,RDP-107,36.46
MHM-105,RDP-107,10.94
MHM-106,RDP-107,6.82
MHM-107,RDP-107,11.94
MHM-108,RDP-107,9.93
MHM-109,RDP-107,16.66
MHM-209,RDP-107,15.35
MHM-210,RDP-107,15.1
MHM-211,RDP-107,11.79
MTN-102,RDP-107,10.75
MTN-103,RDP-107,12.64
MTN-104,RDP-107,13.05
MTN-305,RDP-107,15.45
MTN-307,RDP-107,11.13
OUT-101,RDP-107,21.85
PMR-101,RDP-107,17.97
PMR-102,RDP-107,20.6
PMR-203,RDP-107,18.22
PMR-204,RDP-107,17.67
PRF-304B,RDP-107,40.56
PRF-304C,RDP-107,40.51
PRF-304D,RDP-107,38.56
PRF-304E,RDP-107,36.74
PRF-304F,RDP-107,32.31
RDP-101,RDP-107,9.46
RDP-102,RDP-107,8.19
RDP-103,RDP-107,9.46
RDP-105,RDP-107,6.67
RDP-106,RDP-107,6.39
RDP-107,RDP-107,0
RDP-201,RDP-107,7.12
RDP-202,RDP-107,3.55
RDP-203,RDP-107,0
RPP-101,RDP-107,17.78
RPP-102,RDP-107,15.5
RPP-103,RDP-107,12.42
RPP-104,RDP-107,15.47
RPP-201,RDP-107,16.27
RPP-204,RDP-107,15.31
RPP-205,RDP-107,13.33
SLA-363,RDP-107,23.94
SLA-364,RDP-107,23.9
SLA-365,RDP-107,25.72
SLA-366,RDP-107,22.27
SLA-367,RDP-107,26.47
SLA-368,RDP-107,26.19
SLA-369,RDP-107,24.13
SLA-370,RDP-107,25.61
SLA-371,RDP-107,23.19
SLE-109,RDP-107,11.35
SLE-110,RDP-107,14.88
SLE-111,RDP-107,15.66
SLE-303,RDP-107,10.51
SLE-304,RDP-107,10.51
S-O-103,RDP-107,33.96
S-O-104,RDP-107,24.6
S-O-201A,RDP-107,32.42
S-O-201B,RDP-107,39.35
VER-310A,RDP-107,42.41
VER-310B,RDP-107,36.62
VMA-109,RDP-107,23.15
VMA-110,RDP-107,24.86
VMA-111,RDP-107,19.96
VMA-306,RDP-107,19.22
VMA-307,RDP-107,19.84
VSP-103,RDP-107,16.25
VSP-104,RDP-107,17.39
VSP-107,RDP-107,14.65
VSP-108,RDP-107,17.49
VSP-109,RDP-107,18.45
VSP-205,RDP-107,16.07
VSP-206,RDP-107,13.57
AHU-101,RDP-201,27.47
AHU-102,RDP-201,27.26
AHU-103,RDP-201,27.47
AHU-104,RDP-201,27.75
AHU-105,RDP-201,18.21
AHU-106,RDP-201,19.41
AHU-107,RDP-201,15.36
AHU-201,RDP-201,14.16
AHU-202,RDP-201,15.46
ANJ-101,RDP-201,5.88
ANJ-309,RDP-201,7.43
ANJ-310,RDP-201,11.45
ANJ-311,RDP-201,7.38
ANJ-312,RDP-201,5.47
CDN-111,RDP-201,26.78
CDN-112,RDP-201,24.87
CDN-113,RDP-201,25.26
CDN-114,RDP-201,23.47
CDN-115,RDP-201,24.31
CDN-116,RDP-201,24.02
CDN-301,RDP-201,25.85
IBI-301,RDP-201,47.76
LAC-102,RDP-201,29.19
LAC-104,RDP-201,26.73
LAC-305,RDP-201,37.17
LAC-306,RDP-201,29.84
LAS-321,RDP-201,42.27
LAS-323,RDP-201,43.74
LAS-325,RDP-201,35.56
LAS-326,RDP-201,35.21
LAS-327,RDP-201,33.4
LAS-328,RDP-201,33.23
LAS-329,RDP-201,32.37
LAS-330,RDP-201,35.27
LAS-333,RDP-201,36.06
MHM-105,RDP-201,10.74
MHM-106,RDP-201,8.96
MHM-107,RDP-201,11.73
MHM-108,RDP-201,8.22
MHM-109,RDP-201,16.46
MHM-209,RDP-201,15.15
MHM-210,RDP-201,14.89
MHM-211,RDP-201,11.58
MTN-102,RDP-201,5.44
MTN-103,RDP-201,4.66
MTN-104,RDP-201,7.74
MTN-305,RDP-201,10.08
MTN-307,RDP-201,5.82
OUT-101,RDP-201,21.45
PMR-101,RDP-201,17.57
PMR-102,RDP-201,20.2
PMR-203,RDP-201,17.82
PMR-204,RDP-201,17.26
PRF-304B,RDP-201,40.16
PRF-304C,RDP-201,40.11
PRF-304D,RDP-201,39.69
PRF-304E,RDP-201,37.73
PRF-304F,RDP-201,34.91
RDP-101,RDP-201,2.72
RDP-102,RDP-201,1.49
RDP-103,RDP-201,2.72
RDP-105,RDP-201,10.2
RDP-106,RDP-201,9.91
RDP-107,RDP-201,7.69
RDP-201,RDP-201,0
RDP-202,RDP-201,5.12
RDP-203,RDP-201,7.69
RPP-101,RDP-201,17.38
RPP-102,RDP-201,15.1
RPP-103,RDP-201,12.02
RPP-104,RDP-201,15.87
RPP-201,RDP-201,15.87
RPP-204,RDP-201,14.91
RPP-205,RDP-201,12.93
SLA-363,RDP-201,27.94
SLA-364,RDP-201,23.5
